id,meter_code,category,zone,date_creation
662,L3RD733238,R4,NO,2023-12-17
663,C6OW623313,CE,SO,2023-07-25
664,L3RF512381,R3,SO,2021-06-16
665,N1YI743431,C,C,2022-02-03
666,L3IP241646,C,NO,2023-09-07
667,F1AF686352,R3,S,2021-11-30
668,S3TW167825,R1,S,2021-01-20
669,O2RD134456,C,SO,2023-10-12
670,R5JE768385,I,C,2023-03-05
671,A3EO127565,R3,NO,2023-07-31
672,Q1IG181637,R1,C,2023-12-01
673,C1BV252526,P,NE,2022-06-23
674,J5VI368145,I,N,2022-09-30
675,W1JK412557,P,E,2022-10-13
676,M3QT528637,R3,C,2023-11-09
677,Q1JH622878,R3,C,2022-09-25
678,H2HS443424,I,O,2021-10-01
679,M2QN677424,CE,NE,2023-07-21
680,Q5BF587617,R4,E,2022-09-29
681,C3WT723514,P,N,2022-06-24
682,T4LU882657,P,NO,2021-12-19
683,E5VL684855,R1,NE,2021-08-11
684,F5BG436674,R1,S,2023-11-13
685,R1BK247367,R2,SO,2022-03-17
686,H3SD585761,R3,O,2021-12-29
687,J1UB773181,R3,SO,2023-06-27
688,Q5UH657247,R2,E,2021-04-06
689,C2ID326143,CE,C,2023-05-13
690,O3AN368331,I,E,2022-04-28
691,Y6RR872633,I,S,2023-01-05
692,A7TM718731,P,SE,2023-02-23
693,R3TT672354,CE,NE,2023-09-07
694,Q2PW115632,P,S,2023-12-22
695,B5NO348386,I,S,2021-07-20
696,Y3VP563525,S,N,2022-07-03
697,W2QA316166,S,N,2021-04-02
698,I3QG331417,R2,SE,2021-07-02
699,L3QQ247754,S,SO,2022-06-18
700,P3XN811855,I,N,2023-09-06
701,G3NB585531,R4,C,2023-12-23
702,R5EP731516,I,C,2023-04-14
703,D5FB128151,R4,S,2021-04-11
704,S1BS676217,R3,O,2021-08-16
705,U2CA673622,R4,E,2021-12-10
706,R3HB523611,I,SE,2022-11-10
707,B8EJ342221,R3,O,2021-05-28
708,A6KV186517,P,NO,2021-11-25
709,K5SP671112,I,S,2023-09-07
710,G3PU234368,P,SO,2022-02-21
711,T7UY327335,S,C,2021-10-17
712,B1EM247678,R1,N,2021-11-26
713,M7JW785484,S,NO,2021-08-20
714,R1FR742212,I,NO,2023-05-16
715,C8KC538274,R1,SO,2023-09-26
716,D4PD216886,P,O,2023-09-06
717,K1FU325284,CE,N,2022-03-12
718,N6RQ648865,R4,C,2023-04-20
719,V1BC372842,R3,O,2021-09-19
720,N4UI216324,I,SO,2021-08-15
721,V5LI741426,I,SE,2022-07-14
722,K7SJ167233,R3,SO,2023-07-05
723,I1KI821476,P,S,2023-11-11
724,O5MG473547,C,SE,2021-08-18
725,I8QI247222,I,N,2021-12-19
726,V8KB124538,R3,NO,2022-06-25
727,X1VX251814,R1,S,2022-03-25
728,D8GH265275,R1,NE,2021-10-14
729,H3DM311148,CE,NE,2021-07-12
730,V7QB157767,C,SO,2021-08-13
731,W4MG636723,CE,SE,2022-11-30
732,Y3IA474662,I,NO,2023-01-26
733,L5QW426666,R4,E,2021-08-07
734,W7WI555747,P,SO,2022-04-09
735,U7RH648366,R2,NE,2022-05-01
736,C5BK782665,R3,C,2021-03-15
737,C4QQ755664,I,E,2022-08-27
738,C5BC678863,CE,SE,2023-11-03
739,C7BA315465,C,NE,2022-12-05
740,V6SL835358,R2,S,2022-05-11
741,Q3GL738345,R3,NE,2021-08-18
742,F3GS682614,R1,N,2022-04-15
743,B1LL767548,R4,O,2023-08-03
744,B7QD642718,R3,NE,2022-01-24
745,A4VI813232,S,S,2022-12-05
746,F3PD374174,R1,E,2022-04-11
747,H1KJ825516,S,NE,2023-06-26
748,H1ED561311,R3,E,2023-02-26
749,F8VV473181,R3,S,2021-09-14
750,T7DN212317,S,C,2022-09-09
751,B7DD717251,CE,NO,2023-04-16
752,C4DS582157,CE,SE,2021-04-01
753,B6JW766216,R2,NO,2022-09-24
754,A5YU727723,CE,O,2023-01-07
755,U5PP284663,P,C,2023-01-31
756,Q6SA872764,R2,E,2023-02-11
757,G2KO288753,CE,N,2023-05-07
758,J1QO228513,R1,SE,2021-11-16
759,Y8JH521631,CE,N,2022-03-09
760,V8BB184626,I,N,2021-08-10
761,M8PH585578,I,NO,2021-07-09
762,X3WH841261,I,NE,2023-10-05
763,D3RS117585,I,N,2022-03-06
764,N3IR117133,I,NO,2021-03-06
765,B7NB364518,CE,S,2021-04-22
766,Q7WM288356,R4,S,2022-02-25
767,R5LD858787,C,E,2021-08-24
768,P4KL676366,I,SO,2021-09-08
769,C2TQ811866,I,N,2021-11-05
770,H3DD478741,C,NE,2021-03-09
771,P6VG842331,R2,S,2023-02-04
772,X8JL863622,R3,E,2021-05-20
773,I6FQ323466,CE,O,2023-11-24
774,H8QH518381,R2,SE,2021-10-25
775,Y6GC547618,I,SO,2023-02-25
776,H3YW575144,R2,C,2021-09-27
777,R2PR414853,R3,SO,2023-07-10
778,D6NF582148,P,C,2021-09-09
779,D8XF358137,I,C,2021-06-10
780,P6JX483457,R1,O,2023-03-10
781,H4KC648666,I,N,2022-06-22
782,X2FM683474,CE,NE,2022-04-11
783,W1KH466871,I,SO,2023-08-24
784,O8AV245685,I,SO,2021-06-08
785,N7VN651777,S,S,2021-12-30
786,L4YG772667,P,NO,2021-08-13
787,K4JD467523,C,C,2022-08-17
788,K1RA845335,C,E,2022-11-28
789,F6BT324345,R3,O,2021-10-19
790,J8DX155565,S,S,2023-10-01
791,M7FU345713,P,SO,2022-03-26
792,P1DV338517,CE,E,2021-08-11
793,I2JR321357,R2,SE,2021-02-21
794,P6HV543664,R4,SO,2023-11-17
795,V1VC344373,P,S,2023-12-10
796,Y1NC134465,P,C,2022-10-10
797,D3UT677782,R2,SE,2022-08-17
798,G4VJ153174,CE,O,2023-02-05
799,E1AU111334,I,C,2023-10-10
800,B7AW853145,R2,NE,2021-09-26
801,M6LK578454,R1,N,2023-09-18
802,G5CN176252,R4,C,2021-10-31
803,N5UO748848,P,C,2022-10-02
804,V7OL735562,R1,E,2023-06-12
805,O2TS113756,I,N,2022-07-04
806,B5GB648148,R3,SE,2021-02-27
807,P3PP527778,R2,S,2022-03-11
808,J5MH327237,R3,O,2021-07-11
809,D1RJ351556,I,C,2021-08-12
810,N8YF427777,R2,O,2023-01-08
811,Q2UM275664,C,NE,2022-01-13
812,W6EE544286,C,NE,2021-01-12
813,W8WM388325,R3,NE,2023-10-21
814,Y6GW484517,R2,SO,2022-11-23
815,T1VE822573,C,S,2021-02-12
816,K1XX522212,I,O,2023-10-20
817,W4YR648488,R2,E,2022-10-18
818,E4NG134677,R4,C,2023-06-04
819,J6KP145455,R2,NO,2021-05-28
820,J5JC236576,P,O,2022-06-03
821,G8IN346525,I,NO,2021-09-05
822,Y6KN575836,R1,E,2023-08-17
823,O6GA384373,C,NO,2021-12-03
824,H7BW253818,R1,NE,2022-04-17
825,D4SY122237,R3,C,2023-12-15
826,J7OM483481,R4,S,2023-09-01
827,O2CI768565,P,S,2022-05-29
828,E4HS663243,CE,NE,2021-04-26
829,F1BM834473,R1,O,2023-06-22
830,B2KS518366,R1,SE,2022-04-11
831,F4UL421828,P,O,2021-12-26
832,A6II551234,R4,O,2022-06-25
833,E3EM685476,I,NE,2023-03-13
834,T6VS861316,R1,O,2023-02-18
835,V6HH372325,R4,SE,2023-11-27
836,Q4ST135818,R3,SE,2021-07-06
837,U1LH853726,R1,E,2023-07-15
838,Q7YS646788,CE,NO,2023-09-20
839,J4QA666214,CE,S,2021-09-09
840,Y2NL386327,CE,E,2021-12-04
841,W6XX865832,R1,SE,2023-11-23
842,X8SJ525285,S,S,2023-04-21
843,D1CQ543545,R1,N,2023-11-02
844,X5GU762132,R3,S,2022-04-23
845,O4KC324637,CE,E,2022-09-10
846,S8DL147535,I,SE,2022-09-11
847,C8GY474362,R2,C,2022-09-27
848,J5NL811346,I,E,2023-04-22
849,B5SN412527,I,SO,2023-06-30
850,B7NB134644,S,NE,2023-07-08
851,P8RV513476,I,E,2023-07-18
852,S6NQ184714,C,SE,2023-06-02
853,Q4WD827815,I,NE,2022-06-28
854,F2GK244734,R3,NO,2023-02-23
855,J4RT584361,R2,NO,2022-07-29
856,W7QA178715,CE,E,2021-06-09
857,C6BQ723355,S,NO,2023-05-24
858,N5WG332255,I,C,2023-11-16
859,Q3OT131752,R1,E,2022-01-07
860,X5XY671387,R2,S,2023-01-24
861,R1NP178583,R3,C,2022-08-30
862,J2DL652724,P,C,2022-05-05
863,P6BN343813,P,NO,2022-01-09
864,E5UO627748,R3,C,2022-03-11
865,T7PU235123,C,N,2022-11-08
866,H5KA458743,I,SE,2022-11-24
867,Q5HS664171,P,O,2021-10-24
868,J6US268866,R4,SO,2021-10-25
869,G3MV153636,R3,S,2023-05-06
870,Q1YG732851,S,SO,2021-11-30
871,O8YT321123,R4,SO,2023-09-08
872,B8HA823662,R3,O,2021-04-03
873,I2CH176734,R1,SE,2022-07-13
874,E4RI718718,S,NO,2022-07-30
875,H1AC177154,R1,N,2023-04-03
876,J4NR113837,I,SO,2023-10-11
877,O5BE788824,R4,SE,2021-10-07
878,S2QC866125,P,SE,2023-05-16
879,V4DL515687,S,S,2022-10-03
880,H6AU361683,I,C,2022-09-17
881,R3QL442166,I,E,2021-03-15
882,I1OT577412,R4,N,2022-01-13
883,E8PA563381,I,SE,2021-02-16
884,J7PY853431,I,N,2022-12-11
885,J1RQ455433,R2,NO,2023-05-07
886,E6TH382851,CE,NO,2022-12-21
887,P4RI812365,R2,N,2021-10-25
888,L6JL511425,R1,O,2023-06-28
889,W3VJ245826,R4,SE,2023-10-10
890,X8NR445635,P,SO,2022-05-06
891,E2BN267361,C,SO,2022-03-16
892,L2DC634355,P,E,2022-09-28
893,E8JP181832,C,N,2021-12-06
894,I6TJ488862,C,NE,2023-11-10
895,D2FS481762,S,NE,2021-01-17
896,N7QH383575,C,E,2023-02-08
897,O4HC531258,R3,NE,2021-08-11
898,P8KP347166,R3,N,2023-11-11
899,D4NM255811,R2,E,2022-11-24
900,D4NK886365,P,SE,2022-02-07
901,F3VE111166,R4,S,2021-09-19
902,G3JW272383,I,NO,2022-08-26
903,T7BV467614,R4,NE,2021-09-02
904,L2KL738167,R4,S,2023-06-04
905,G7LH147282,P,O,2023-08-06
906,K5EY154624,I,S,2023-07-18
907,R7TH283481,C,N,2022-08-20
908,X5II122125,R3,N,2021-12-11
909,E4KM612265,R1,E,2021-03-20
910,B3EM252284,I,N,2023-05-25
911,K5XE264761,R1,N,2021-02-15
912,F3HJ111722,CE,S,2021-07-30
913,C7SH866381,S,E,2022-07-18
914,F5GO858143,R4,S,2023-04-11
915,E8FO874326,R4,O,2022-07-09
916,B7VI523482,C,SO,2021-09-04
917,K4DR327241,R2,S,2021-01-20
918,G5OW162234,R1,O,2022-07-25
919,E3LV728831,I,SE,2022-06-23
920,K7SE512854,I,NO,2022-04-13
921,G8GP656221,S,NE,2023-05-31
922,R5MW477417,R2,S,2021-06-21
923,S8UT645588,CE,NE,2022-09-28
924,S8OF625716,I,E,2023-06-07
925,X4UQ185563,R3,C,2022-07-22
926,S6RD767237,S,C,2022-06-26
927,W6NV233866,CE,NO,2022-03-05
928,V5CV731688,R3,SE,2021-06-21
929,S7GU183784,R4,N,2021-04-04
930,Y5VV423471,R3,N,2023-09-17
931,Y2US881323,R3,SE,2021-09-29
932,I6CW655885,P,S,2023-09-21
933,G3AE423473,R4,S,2021-05-01
934,C5CQ461816,R2,NO,2021-07-27
935,F2SF622665,I,SO,2021-10-05
936,D2OA233464,P,SE,2023-01-24
937,P5FP124738,R2,O,2021-10-08
938,P4LM854453,C,SE,2023-08-03
939,X4PC761545,R3,NE,2021-09-10
940,I3BC272737,S,E,2023-05-21
941,M7ME382753,R2,NE,2021-12-28
942,Y4OM871143,C,E,2022-06-21
943,I3NO156443,R1,SO,2021-01-06
944,Y7CM467333,CE,S,2022-02-16
945,E1CB156871,P,S,2023-06-10
946,G2BQ853676,I,SE,2021-09-09
947,T4GU688721,R4,O,2023-06-12
948,K1IY218344,P,SE,2021-02-01
949,F5MW761617,R4,N,2021-04-05
950,E3GS724121,R3,NO,2023-10-27
951,Q8EI342721,R3,NE,2023-11-16
952,D1BI536848,I,C,2021-05-12
953,G5GQ342484,R2,O,2021-10-18
954,Y8UN236664,S,SE,2022-02-28
955,L6PK676677,C,E,2023-08-05
956,L3DW877375,I,N,2022-12-31
957,H7XA311856,I,O,2021-01-10
958,F8FJ521582,I,S,2021-04-17
959,I7OS354753,S,N,2023-08-08
960,M5RM722827,R3,SO,2021-07-06
961,X1BW545286,I,O,2022-06-25
962,T6FG544724,S,S,2021-10-12
963,A4VB671465,CE,S,2021-01-11
964,Q4XS875862,I,C,2022-03-20
965,L6EN181765,I,SO,2023-06-13
966,L2DC445757,S,SE,2023-06-19
967,D3TS116784,C,NO,2022-11-10
968,F8AR434713,P,NO,2022-07-03
969,J1RE726114,S,NE,2022-06-30
970,M6HX458273,R4,O,2021-11-28
971,C8LJ366224,R4,S,2022-06-03
972,R8CW247311,I,N,2021-03-03
973,Q7NP881117,R4,NE,2022-07-04
974,U3BE816188,R3,O,2022-07-15
975,R4JT737226,P,E,2022-08-24
976,Y1EC348747,P,O,2021-07-15
977,A3BX244814,R3,C,2023-08-26
978,P5AC268152,CE,SE,2022-02-25
979,Q4QJ673347,P,E,2023-04-09
980,M3XI426148,I,E,2023-02-19
981,A2QP715238,I,N,2021-04-02
982,E7MK175356,S,NO,2021-09-05
983,E5TV735315,R1,O,2022-06-05
984,E2BA182175,R2,NE,2021-11-28
985,P3RN625457,R1,N,2021-06-29
986,W8XD364242,R2,SO,2022-01-01
987,H4BR251612,S,E,2021-07-10
988,F1JN225423,R4,O,2022-04-18
989,G7DB335483,C,E,2021-10-02
990,P1WJ555114,I,SO,2023-04-06
991,T5SV645311,R2,O,2021-06-18
992,K3EO861853,R4,N,2023-07-02
993,F1SD286258,C,SO,2023-09-12
994,J2YU158841,CE,NO,2021-03-08
995,E2RR432848,S,NO,2023-09-13
996,O3IH617313,I,SO,2021-01-11
997,B3LT624413,R2,NO,2023-02-03
998,T2JR244252,R4,S,2022-04-09
999,X4AH766314,I,E,2021-05-06
1000,Q2UD124832,R4,E,2022-03-20
1001,P7DS712135,R1,NO,2023-04-03
1002,T5EB241146,I,SE,2023-03-08
1003,Y6EV853464,R1,S,2022-11-08
1004,V2UY337541,R3,S,2022-01-24
1005,T6YW455655,R3,E,2022-08-31
1006,L6KK851753,I,SE,2023-07-22
1007,R2RK327724,R1,O,2021-07-03
1008,T7GD715147,R2,C,2023-10-25
1009,K8FA175575,R4,O,2023-03-17
1010,C4OC117447,P,N,2023-12-18
1011,S7YD281775,CE,NO,2023-04-13
1012,N3MW384564,I,S,2022-03-26
1013,G3NS644227,R1,NE,2022-06-29
1014,L3AX477581,P,N,2022-10-08
1015,R8QP587574,R2,SE,2022-02-13
1016,T1OK526865,P,SO,2023-06-29
1017,A2PW233416,S,O,2021-01-11
1018,K8NW477262,CE,NO,2023-01-31
1019,K3TQ826588,P,SE,2021-06-08
1020,W3BM271158,R4,S,2022-10-16
1021,M5PT678146,I,N,2021-12-02
1022,B5ET853274,S,N,2022-12-07
1023,E3NT183715,R1,O,2021-12-26
1024,T6NW722265,R1,SO,2022-06-25
1025,N7SD641882,S,SO,2022-09-07
1026,T7DO483637,C,NO,2021-10-21
1027,G3IX462872,CE,NO,2021-04-07
1028,R8BY651548,I,E,2022-03-13
1029,I2XP467221,R2,S,2023-04-27
1030,T3YT815266,I,S,2022-09-15
1031,W7ON372165,I,C,2021-10-27
1032,W3EJ777516,R3,O,2021-12-26
1033,K2YC466811,I,SO,2023-01-19
1034,X7WE423234,P,C,2021-03-31
1035,S1AO667582,P,O,2021-06-14
1036,D8FU113336,R3,SE,2022-02-04
1037,A7TU448857,I,NE,2021-08-14
1038,U4OP875175,I,SO,2021-02-19
1039,J7KJ637457,I,E,2021-11-04
1040,B2JC728661,R2,NE,2023-02-25
1041,L7LV525518,S,SO,2022-04-16
1042,G6FR264646,R3,E,2022-04-12
1043,K4ON337331,R4,S,2021-05-21
1044,L2AV327147,CE,SO,2022-10-17
1045,Q5RO818557,I,SO,2021-03-19
1046,Y6QE486764,C,N,2021-03-16
1047,E2LP138734,R1,SE,2022-07-28
1048,Y6HS355773,C,SO,2022-08-25
1049,X8TT758865,R2,SO,2022-06-03
1050,J2NQ711514,S,NE,2021-08-14
1051,L6HE817365,P,O,2021-10-17
1052,J4RL825332,R2,O,2021-06-17
1053,T6WC126131,I,SE,2023-06-25
1054,R2TJ258764,I,E,2023-10-28
1055,A4KQ372156,C,NO,2023-11-23
1056,V7TF584725,CE,S,2022-03-12
1057,X2CI456186,I,N,2021-12-20
1058,E3VF861512,R1,E,2022-01-25
1059,Q3AJ536153,S,N,2022-10-02
1060,S4BL463781,CE,E,2023-01-06
1061,N5SQ223722,R3,E,2021-12-27
1062,K3TM867578,P,SO,2022-02-12
1063,T7GE514454,I,E,2021-02-14
1064,E4YQ475736,R3,O,2022-06-19
1065,M8LE753541,P,C,2023-02-02
1066,O3MY338453,P,S,2023-02-19
1067,Q8CA663113,CE,O,2023-10-29
1068,K1NK164117,R1,NO,2023-05-13
1069,W4JJ354666,CE,SO,2023-03-17
1070,S3SA555833,S,NO,2022-10-18
1071,T4XJ287523,I,NE,2021-02-22
1072,P7TV528858,I,SO,2023-11-12
1073,S3TF432845,S,S,2022-05-01
1074,T1CD752385,CE,S,2023-03-19
1075,W3PK256624,CE,SE,2023-01-31
1076,O3VQ482182,R2,SO,2021-12-01
1077,Q1UN314638,I,O,2023-12-14
1078,H6DO763376,R3,C,2023-01-10
1079,A2RD331146,R4,SO,2022-01-03
1080,H4ER427628,R2,E,2021-05-21
1081,G2UQ253365,I,NE,2023-06-16
1082,L8LS416476,I,S,2022-08-24
1083,Y1YA688832,I,NO,2022-11-17
1084,F3OO412831,R1,E,2023-05-16
1085,O4IP643858,R3,NO,2021-09-08
1086,J1FJ543524,P,O,2023-05-07
1087,C4UC887141,CE,E,2021-08-07
1088,R5RN331865,R1,S,2021-12-06
1089,P1LT211712,R1,E,2023-09-14
1090,W6MJ636418,R3,S,2021-08-11
1091,D4UA828847,R3,NO,2021-03-02
1092,S7CA544183,R2,NO,2021-10-12
1093,X1XK414344,I,E,2023-03-16
1094,R6PR175328,C,N,2021-12-12
1095,R5ER173448,I,O,2023-12-30
1096,C4UT326148,CE,NE,2022-08-14
1097,D3WS573356,P,C,2023-10-28
1098,E8CN148367,P,SE,2022-01-17
1099,M5OX867485,R1,SO,2023-11-14
1100,U3FI582715,R1,SO,2021-07-20
1101,W5JA317747,R3,SE,2021-05-26
1102,Y6HR564763,P,C,2022-11-24
1103,D8BK387312,I,E,2021-10-20
1104,E1OV746568,S,E,2021-06-20
1105,P8CB316362,R4,O,2023-11-02
1106,W5NJ145171,S,S,2021-06-07
1107,F6OM185845,R2,SE,2022-10-05
1108,U4RC871534,I,C,2023-02-12
1109,W2YK351341,CE,NO,2023-12-25
1110,O2OW587156,R2,SE,2023-02-26
1111,E6VW845524,I,NO,2023-02-24
1112,N6WF237386,I,O,2021-03-25
1113,I5VC864383,R1,SE,2021-08-27
1114,A7AR211473,R2,S,2023-11-13
1115,Y1DR582874,C,E,2023-09-29
1116,C1LB211463,R3,C,2021-11-06
1117,Q3SK787748,S,O,2023-04-16
1118,L1OU741586,CE,E,2021-09-26
1119,G5FE383147,S,C,2021-09-20
1120,L8IR353646,P,O,2021-06-14
1121,I8FN254277,R4,SO,2023-03-11
1122,U8PS437862,C,N,2022-03-08
1123,E5RA641483,S,NO,2022-03-16
1124,R3CS887824,C,SE,2023-08-27
1125,C1NY157335,R4,S,2022-08-14
1126,S7DT683382,P,NO,2021-01-21
1127,P5CK348868,R2,O,2022-02-05
1128,K4OG442387,R1,SO,2021-01-02
1129,E6OM675532,S,NE,2022-01-29
1130,X8HV672688,R4,E,2021-02-16
1131,T4IB831327,S,C,2022-11-26
1132,B3YG652637,S,N,2022-04-11
1133,P3QR241433,P,S,2021-06-28
1134,A8AC134585,R4,S,2021-12-06
1135,C2WL672843,I,O,2021-12-21
1136,A7CG721618,P,NO,2022-08-02
1137,U8NC178738,I,O,2023-01-19
1138,R1FV365872,R1,E,2021-04-27
1139,I5GT876271,R3,N,2022-10-24
1140,U3UE526184,R1,S,2021-04-28
1141,H1NM371128,P,S,2022-09-07
1142,O1NI223224,R1,N,2021-03-01
1143,N6UQ127178,I,N,2022-10-16
1144,E2VR617224,S,SE,2021-08-30
1145,E4AF114666,CE,N,2022-09-21
1146,B2OV468735,S,SE,2023-09-28
1147,Q4YL582172,CE,C,2022-12-23
1148,P1CH633438,S,O,2021-05-23
1149,A1RC611483,P,SO,2021-12-04
1150,M8JU175382,R3,NE,2022-01-01
1151,G1NS761541,I,SE,2021-04-22
1152,R4BD741255,R1,SE,2022-09-14
1153,D6CY114463,R1,S,2021-01-26
1154,M3HH565182,CE,NE,2021-03-24
1155,B2XA651733,CE,NE,2021-06-27
1156,W7YW145285,C,NE,2023-11-20
1157,M1XA326525,C,NO,2021-04-07
1158,O4DT872566,CE,O,2021-08-16
1159,H4VC568781,R2,O,2021-05-31
1160,Q7FD264714,C,NO,2021-04-30
1161,Q6CV255847,CE,SO,2023-10-17
1162,N3WT513424,R2,S,2023-12-28
1163,K5FC226855,S,NO,2021-08-07
1164,U2RS686774,I,E,2022-01-31
1165,R5TB568541,I,C,2021-01-06
1166,C7JN836117,I,O,2021-07-28
1167,W1XL742166,R2,SE,2021-11-30
1168,S2CM568827,S,NO,2023-03-03
1169,T4HW266188,R1,S,2022-07-28
1170,R6LC876354,I,S,2021-05-06
1171,Y3RK154283,R2,NE,2021-05-03
1172,O3GW147341,P,NO,2022-11-07
1173,P3RN374555,I,S,2022-04-09
1174,L2OM144575,P,S,2021-09-23
1175,G3TJ711515,I,SO,2021-03-10
1176,G4LT866811,I,S,2021-12-11
1177,U3KA738463,I,NO,2023-09-08
1178,M7NI726768,R1,C,2023-12-29
1179,G6AK128565,R4,S,2023-04-23
1180,Q4OQ526682,S,SE,2022-03-26
1181,M7EP438828,R1,SO,2023-04-02
1182,R2IW156677,R4,C,2021-09-10
1183,Q7XJ335225,P,O,2021-06-15
1184,V3DX573347,CE,C,2023-06-21
1185,E2RY511651,S,NO,2021-06-22
1186,A6PE537664,R3,S,2021-07-10
1187,K2SW446641,R3,E,2022-09-17
1188,G6DQ367145,S,C,2022-03-02
1189,N2NC448726,CE,NE,2022-09-02
1190,I5BB147728,R3,E,2023-11-19
1191,X8TB281348,P,E,2023-04-30
1192,T2WB183868,S,S,2022-07-20
1193,V6OM441512,P,SE,2021-11-02
1194,L6IS758878,R2,E,2022-12-21
1195,F1ES244154,R3,SO,2023-04-03
1196,N8JG646281,R2,S,2023-03-01
1197,P1FW586248,P,O,2022-09-08
1198,R1DK281348,P,O,2022-09-30
1199,L4HA118852,R2,O,2022-02-01
1200,S7DL716545,P,C,2023-05-10
1201,I1SH676455,R3,E,2021-06-03
1202,G1NG443427,R4,N,2023-08-19
1203,Y5BS815278,R2,SO,2021-03-22
1204,M7TV885533,R3,C,2023-03-01
1205,M2TT723262,P,NO,2022-03-16
1206,I1KQ161321,C,SE,2021-03-28
1207,O1SJ168587,S,SO,2021-07-02
1208,O5GB445378,CE,O,2023-02-02
1209,H5OD168357,R2,SE,2023-12-05
1210,V2DK355872,I,E,2022-05-17
1211,T1DJ152311,R2,S,2022-02-21
1212,M7NN584745,R2,SE,2021-07-23
1213,A8LP185244,S,C,2023-07-10
1214,R3EO427418,I,O,2022-05-29
1215,A3JW273147,I,N,2022-12-26
1216,O4TK178414,CE,NO,2021-07-11
1217,Y2VJ422757,R1,O,2023-05-14
1218,I2FN666623,R4,S,2021-12-07
1219,H5PD234138,R3,NE,2022-10-24
1220,S2EL418717,P,NE,2021-06-25
1221,V5CJ882774,C,N,2023-10-31
1222,B4YK533658,R1,NO,2023-04-17
1223,A5VW366863,P,O,2021-01-31
1224,L7OR321566,P,E,2023-03-17
1225,O4GX483378,I,N,2022-09-13
1226,K3KT577155,I,SO,2021-11-14
1227,S8KV335324,C,SE,2021-09-02
1228,I1SS256264,P,E,2021-12-15
1229,T1FH616572,C,C,2021-07-23
1230,K2JW865447,R3,NE,2022-04-11
1231,U3IF534125,CE,SE,2021-05-16
1232,I1IR182347,C,E,2022-05-17
1233,R8IK323468,I,O,2022-05-31
1234,F5XI313487,S,NO,2021-02-24
1235,X8HC688628,I,O,2022-12-24
1236,I4OG717844,R3,NO,2022-04-10
1237,P6LB265721,I,NO,2023-02-03
1238,S6PL477275,R4,C,2021-08-27
1239,V4ED682753,CE,SO,2022-09-07
1240,B2IO675865,I,E,2023-10-19
1241,E7XQ785773,I,NO,2023-10-30
1242,P6VS276218,S,SE,2022-10-19
1243,I3AD414481,R1,NE,2021-07-29
1244,F4XX777422,S,O,2023-11-19
1245,E7EP224587,C,S,2022-07-13
1246,G4GG244275,I,S,2022-02-02
1247,Y8HA428143,R3,SO,2021-08-28
1248,W2GC578461,R2,SE,2023-10-14
1249,L7NR183411,I,SO,2021-06-07
1250,D8RD846318,I,S,2022-03-13
1251,L7UW632735,I,O,2023-11-29
1252,F4HH111112,I,NE,2022-03-02
1253,Q8VP673846,R2,O,2022-12-12
1254,R8DN417655,C,NE,2021-06-20
1255,G1MA665348,P,NO,2021-04-16
1256,D6SS234616,R1,NE,2023-09-27
1257,Y4EX433773,P,S,2021-07-08
1258,V8UT447783,CE,N,2021-06-18
1259,H1OE658467,R1,E,2022-01-04
1260,U5IR361133,R2,O,2022-11-10
1261,E3BY173628,P,SO,2021-08-04
1262,C4MN838762,R3,S,2021-12-14
1263,T6LF322575,R1,C,2022-03-17
1264,B7HH667574,R2,C,2021-06-24
1265,Y2KU521573,CE,SO,2023-05-24
1266,H5SQ224751,S,N,2023-05-03
1267,B1UG455581,CE,C,2022-04-27
1268,I4QO576137,I,C,2022-02-07
1269,C1AI788223,R1,SO,2021-05-21
1270,I6CU572312,R3,C,2021-11-10
1271,S8EW528453,R2,O,2021-09-27
1272,T7CO475162,I,NE,2022-09-15
1273,O8KP125431,P,C,2021-12-18
1274,Y4TC272837,CE,N,2021-12-06
1275,S1FD514481,CE,O,2023-09-27
1276,L5EV171858,R1,SO,2021-06-03
1277,L2BC281466,R4,O,2021-05-27
1278,A6GE284136,R3,NO,2021-02-03
1279,I5FH537757,P,O,2023-12-01
1280,G7JQ545266,I,C,2023-08-11
1281,B1SU576263,I,N,2022-07-27
1282,L3XP833511,S,N,2022-01-17
1283,L4EJ157884,R4,C,2023-09-16
1284,N4YT211712,I,N,2022-02-15
1285,P6HM557613,P,N,2023-09-17
1286,H7OW626818,R3,N,2021-07-10
1287,R1WF432745,R3,S,2022-03-21
1288,T1GW256717,I,NO,2023-01-02
1289,N1RJ738272,C,NO,2022-05-22
1290,X7NL357484,I,SE,2021-05-09
1291,X3EU225287,R1,E,2023-04-15
1292,A8YT862336,R3,NE,2021-01-14
1293,N5EQ714443,CE,SE,2022-04-02
1294,B6KF184252,S,S,2022-11-05
1295,U5FG363234,C,SO,2023-08-11
1296,P7VR483686,P,SO,2023-11-08
1297,X6MM633437,C,E,2023-08-10
1298,F3JX186374,R3,O,2023-04-17
1299,Y2XV563242,R4,C,2022-08-29
1300,S7LN314225,CE,S,2021-06-03
1301,Q2MJ448588,P,S,2021-03-26
1302,G1VJ258288,R4,C,2023-06-07
1303,B8KI553223,R4,SE,2021-06-20
1304,L5LF747852,I,SO,2022-03-30
1305,N7NQ376522,R4,S,2022-10-10
1306,F2TT183364,C,E,2021-11-11
1307,P5UT662531,CE,S,2021-11-01
1308,E8XI355223,I,S,2022-07-12
1309,S5NV158547,P,E,2023-01-27
